quantity_sold,price_diff,leftover,restaurant_type,meal_type,menu_item_name,has_promotion,special_event,weather_condition
158,0.46999999999999886,128.0004,2,1,3,1,0,0
287,2.4400000000000004,0.0,1,2,1,0,0,2
17,3.450000000000001,269.0004,1,2,8,1,0,2
159,3.0200000000000005,127.00040000000001,3,2,1,0,0,2
121,6.77,165.0004,3,0,6,0,0,1
190,4.76,96.00040000000001,1,2,8,0,0,2
239,8.14,47.00040000000001,3,2,4,0,0,2
573,0.019999999999999574,0.0,2,2,5,1,0,2
372,2.9400000000000004,0.0,3,0,9,0,0,2
230,2.13,56.00040000000001,3,1,1,0,0,0
287,8.169999999999998,0.0,1,1,11,1,0,2
164,12.360000000000003,122.00040000000001,0,1,11,0,0,0
255,3.999999999999999,31.000400000000013,3,0,6,0,1,0
277,0.8200000000000003,9.000400000000013,1,2,13,0,0,0
132,16.039999999999996,154.0004,3,1,0,0,0,2
346,0.48,0.0,3,0,10,0,0,1
231,0.7200000000000002,55.00040000000001,3,0,10,0,0,1
274,2.7199999999999998,12.000400000000013,3,2,9,0,0,1
208,10.99,78.00040000000001,3,1,12,0,0,2
721,-1.3499999999999996,0.0,1,0,6,1,0,0
454,0.09999999999999964,0.0,0,2,13,0,0,1
367,0.99,0.0,3,1,10,0,0,0
228,5.699999999999999,58.00040000000001,3,0,6,0,0,2
198,4.14,88.00040000000001,3,2,9,0,0,0
160,13.520000000000001,126.00040000000001,3,1,12,0,0,2
311,0.8500000000000014,0.0,0,0,6,0,0,2
188,4.369999999999999,98.00040000000001,3,1,1,0,0,2
508,2.829999999999999,0.0,3,0,6,0,0,0
310,-0.4800000000000004,0.0,3,1,2,1,0,2
390,2.1599999999999997,0.0,1,0,5,0,0,0
165,5.26,121.00040000000001,3,2,4,0,0,2
354,0.03000000000000025,0.0,3,2,1,1,0,2
132,3.509999999999999,154.0004,3,2,1,0,0,0
361,0.73,0.0,3,2,13,0,0,0
264,2.38,22.000400000000013,1,2,13,0,0,0
458,1.2000000000000002,0.0,1,2,5,0,0,2
227,2.8600000000000003,59.00040000000001,3,0,6,0,0,2
500,1.69,0.0,1,0,13,0,0,0
130,3.41,156.0004,0,1,8,0,0,0
525,-0.03000000000000025,0.0,0,0,13,0,0,2
127,3.369999999999999,159.0004,0,1,1,0,0,1
258,1.6099999999999994,28.000400000000013,3,0,6,0,0,0
114,13.86,172.0004,2,2,8,0,0,0
0,8.200000000000001,286.0004,1,2,4,0,0,0
55,8.240000000000002,231.0004,0,2,0,0,0,0
168,1.6799999999999997,118.00040000000001,3,1,2,1,0,2
265,1.6299999999999994,21.000400000000013,1,1,13,0,0,0
383,2.1899999999999995,0.0,3,0,6,0,0,2
146,5.459999999999997,140.0004,0,1,3,0,0,2
284,3.2700000000000005,2.0004000000000133,1,1,5,0,0,2
372,0.7599999999999998,0.0,2,2,5,0,0,2
619,3.1000000000000005,0.0,1,0,6,1,0,2
170,15.2,116.00040000000001,1,2,3,0,0,2
51,10.729999999999999,235.0004,1,1,4,0,0,2
213,1.6799999999999997,73.00040000000001,1,1,8,1,0,2
85,10.090000000000003,201.0004,0,2,0,0,0,2
109,7.830000000000002,177.0004,3,1,12,0,0,2
131,2.87,155.0004,3,2,1,0,0,1
400,2.3499999999999996,0.0,0,0,6,0,0,2
198,2.59,88.00040000000001,3,1,1,0,0,0
158,9.200000000000001,128.0004,3,1,12,0,0,2
284,5.67,2.0004000000000133,1,1,4,0,0,1
339,0.6299999999999999,0.0,3,2,13,0,0,1
448,-2.799999999999999,0.0,3,1,2,1,0,1
399,-0.3700000000000001,0.0,2,2,5,0,0,2
294,2.8400000000000003,0.0,3,1,1,0,1,2
617,-0.9199999999999999,0.0,2,2,5,1,0,2
240,4.659999999999999,46.00040000000001,0,0,9,0,0,0
324,1.1799999999999997,0.0,2,2,5,0,0,2
442,1.5,0.0,2,1,5,0,0,2
534,1.5500000000000007,0.0,2,0,5,0,0,1
496,1.5099999999999998,0.0,1,1,13,0,0,2
303,1.4899999999999984,0.0,0,2,3,0,0,0
180,5.550000000000001,106.00040000000001,3,0,6,0,0,2
459,2.299999999999999,0.0,2,0,9,0,0,2
166,11.18,120.00040000000001,1,2,2,0,0,0
55,8.339999999999998,231.0004,0,2,8,0,0,0
68,10.620000000000001,218.0004,1,2,8,0,0,2
506,3.7799999999999994,0.0,3,0,9,0,0,0
143,13.229999999999997,143.0004,2,2,3,0,0,1
587,6.119999999999999,0.0,1,0,6,0,0,1
549,0.8999999999999999,0.0,3,2,13,0,0,0
29,5.039999999999999,257.0004,3,1,0,1,0,1
244,2.2199999999999998,42.00040000000001,3,1,1,0,0,2
164,7.34,122.00040000000001,3,1,12,0,0,0
55,13.23,231.0004,0,2,11,0,0,0
28,5.9799999999999995,258.0004,1,2,1,0,0,2
447,2.95,0.0,3,0,6,0,0,2
445,-4.109999999999999,0.0,2,1,3,1,0,2
697,-0.3700000000000001,0.0,3,0,6,0,0,2
88,6.75,198.0004,2,2,8,1,0,1
298,4.710000000000001,0.0,1,2,4,0,0,2
279,4.530000000000001,7.000400000000013,1,1,4,0,0,0
147,0.6799999999999997,139.0004,0,1,8,0,0,2
154,7.579999999999998,132.0004,2,2,0,0,0,0
641,1.23,0.0,1,2,13,0,0,0
73,9.029999999999998,213.0004,3,1,12,0,0,0
180,1.8399999999999999,106.00040000000001,3,2,1,0,0,2
149,2.5599999999999996,137.0004,3,2,1,0,0,2
116,12.810000000000002,170.0004,1,2,8,0,1,1
151,6.18,135.0004,0,1,3,0,0,2
102,14.349999999999998,184.0004,3,1,12,0,0,1
324,0.4600000000000002,0.0,3,1,13,0,0,1
457,0.8900000000000001,0.0,1,1,13,0,0,0
70,7.770000000000003,216.0004,3,1,12,0,0,1
188,5.050000000000001,98.00040000000001,2,2,9,0,0,2
254,2.67,32.00040000000001,3,1,1,0,1,0
213,2.7600000000000002,73.00040000000001,1,1,5,0,0,2
98,11.39,188.0004,4,1,2,0,0,2
305,5.449999999999999,0.0,1,0,6,0,0,0
558,-0.4099999999999999,0.0,3,2,13,1,0,1
275,1.2099999999999997,11.000400000000013,3,1,13,0,0,2
415,0.71,0.0,4,0,13,0,0,2
308,1.7400000000000002,0.0,3,2,1,0,0,0
141,13.990000000000002,145.0004,3,2,0,0,0,2
495,0.1200000000000001,0.0,3,1,10,1,0,1
319,-0.15000000000000036,0.0,0,0,6,0,0,1
361,1.67,0.0,3,0,6,0,0,0
610,0.8699999999999997,0.0,1,2,13,1,0,0
251,1.11,35.00040000000001,3,2,13,0,0,1
100,14.64,186.0004,0,2,3,0,0,1
202,1.57,84.00040000000001,3,1,13,0,0,0
48,10.58,238.0004,3,1,12,0,0,1
346,0.71,0.0,2,0,5,0,0,2
246,3.3999999999999995,40.00040000000001,1,2,1,0,0,2
125,7.580000000000002,161.0004,2,1,8,1,0,2
591,-1.62,0.0,3,0,6,1,0,2
113,3.4700000000000006,173.0004,3,2,7,0,0,0
108,2.97,178.0004,1,0,5,0,0,0
7,10.860000000000001,279.0004,3,1,12,0,0,2
0,-0.46000000000000085,286.0004,0,1,11,1,0,2
598,0.7299999999999995,0.0,3,0,9,1,0,2
296,2.460000000000001,0.0,3,2,1,0,1,2
291,1.5299999999999994,0.0,2,2,5,0,0,0
124,16.3,162.0004,3,1,12,0,0,2
539,0.45999999999999996,0.0,3,0,13,0,0,0
389,0.3599999999999999,0.0,3,1,13,0,0,0
428,2.21,0.0,3,0,6,0,0,2
200,0.41000000000000014,86.00040000000001,2,1,5,0,0,0
257,1.3399999999999999,29.000400000000013,2,0,5,0,0,0
41,6.409999999999998,245.0004,3,2,7,0,0,1
0,9.389999999999999,286.0004,3,1,12,0,0,1
273,0.8199999999999998,13.000400000000013,3,0,10,0,0,2
160,7.51,126.00040000000001,3,1,12,0,0,2
0,13.23,286.0004,3,1,12,0,0,1
271,3.4299999999999997,15.000400000000013,3,1,1,0,0,2
113,1.3099999999999998,173.0004,3,1,10,0,0,2
44,7.0,242.0004,3,1,2,0,0,0
164,-2.299999999999997,122.00040000000001,0,2,11,1,0,2
205,1.2400000000000002,81.00040000000001,0,2,1,0,0,2
334,0.4299999999999997,0.0,2,1,5,0,1,2
521,1.0799999999999998,0.0,3,0,13,0,0,0
219,2.1099999999999994,67.00040000000001,3,1,12,1,0,2
57,10.489999999999998,229.0004,3,2,2,0,0,1
200,3.520000000000003,86.00040000000001,0,1,3,0,0,2
87,15.559999999999999,199.0004,3,2,0,0,0,0
421,0.7799999999999998,0.0,3,0,10,0,0,0
221,5.630000000000001,65.00040000000001,3,2,7,0,0,2
315,0.9500000000000002,0.0,3,2,9,0,0,2
117,1.6099999999999999,169.0004,3,1,10,0,0,2
371,6.950000000000001,0.0,2,0,9,0,0,2
186,13.8,100.00040000000001,3,2,0,0,1,0
367,1.2200000000000006,0.0,0,0,6,0,0,1
71,3.51,215.0004,3,1,1,0,0,2
511,1.4300000000000002,0.0,1,2,13,0,0,2
393,1.1500000000000004,0.0,1,1,13,0,0,1
361,2.33,0.0,3,0,6,0,0,0
85,8.01,201.0004,3,1,2,0,0,0
280,2.8199999999999994,6.000400000000013,1,2,1,0,0,0
570,0.8400000000000001,0.0,3,0,13,0,0,0
270,-0.23000000000000043,16.000400000000013,2,0,5,0,0,2
456,0.18999999999999995,0.0,3,1,13,1,0,2
136,4.71,150.0004,1,1,1,0,0,2
187,0.34999999999999964,99.00040000000001,0,2,5,0,0,2
137,0.1999999999999993,149.0004,2,0,5,0,0,2
340,0.31000000000000005,0.0,3,0,13,0,0,1
182,7.339999999999996,104.00040000000001,0,2,3,0,0,0
19,12.84,267.0004,3,1,12,0,0,0
376,2.45,0.0,3,0,6,0,0,0
89,-3.259999999999998,197.0004,0,1,3,1,0,2
295,1.3600000000000003,0.0,2,1,5,0,0,0
351,3.96,0.0,3,0,6,0,0,2
192,5.550000000000001,94.00040000000001,4,2,2,0,0,1
289,4.099999999999998,0.0,2,2,9,0,0,2
120,2.99,166.0004,3,1,1,0,0,1
287,3.0199999999999996,0.0,3,0,6,0,0,0
0,8.44,286.0004,1,1,8,0,0,2
349,0.6299999999999999,0.0,3,1,13,0,0,2
307,-0.1399999999999999,0.0,3,1,10,1,0,2
342,0.34999999999999987,0.0,3,0,10,0,0,1
507,-6.139999999999999,0.0,2,2,9,1,0,1
59,10.22,227.0004,3,1,12,0,0,1
279,5.76,7.000400000000013,1,0,6,0,0,2
112,14.319999999999999,174.0004,3,1,12,0,0,0
222,2.7799999999999994,64.00040000000001,0,0,6,0,0,0
439,3.83,0.0,2,0,9,0,0,1
124,10.75,162.0004,1,1,2,0,0,2
311,0.4800000000000004,0.0,3,2,1,1,0,2
649,-0.040000000000000036,0.0,3,0,10,1,0,1
212,5.529999999999999,74.00040000000001,0,0,6,0,0,2
313,1.6999999999999997,0.0,0,0,5,0,0,0
271,2.9000000000000004,15.000400000000013,1,0,6,0,0,2
149,3.5699999999999985,137.0004,3,2,2,0,0,2
0,12.430000000000001,286.0004,3,1,12,0,0,0
649,1.0899999999999999,0.0,1,0,6,1,0,0
319,0.10999999999999988,0.0,1,1,5,1,0,2
370,0.9199999999999999,0.0,1,0,13,0,0,1
519,-1.1800000000000006,0.0,2,1,5,1,0,1
186,-0.5199999999999996,100.00040000000001,0,2,8,1,0,2
582,0.9399999999999995,0.0,3,0,6,1,0,2
176,9.85,110.00040000000001,3,1,12,0,0,0
93,10.459999999999999,193.0004,1,1,8,0,0,0
622,-0.8899999999999997,0.0,0,2,5,0,1,2
166,3.3900000000000006,120.00040000000001,3,1,1,0,0,2
198,0.6200000000000001,88.00040000000001,0,1,1,0,0,2
281,-7.679999999999996,5.000400000000013,0,2,11,1,0,0
280,6.700000000000003,6.000400000000013,0,1,0,0,0,2
457,1.1500000000000004,0.0,2,0,5,0,0,2
258,2.3900000000000006,28.000400000000013,3,2,4,0,0,1
123,7.620000000000001,163.0004,3,2,7,0,0,2
184,8.16,102.00040000000001,1,1,8,0,0,2
277,5.93,9.000400000000013,1,2,9,0,0,2
456,0.5800000000000001,0.0,3,0,10,0,0,2
365,3.589999999999999,0.0,3,2,9,0,0,2
714,-0.6200000000000001,0.0,2,0,5,0,0,2
747,0.5,0.0,3,1,10,1,0,0
194,2.9399999999999995,92.00040000000001,0,0,9,0,0,2
32,6.640000000000001,254.0004,3,1,12,0,0,2
436,-2.33,0.0,4,2,2,1,1,0
513,2.3899999999999997,0.0,3,1,1,0,1,0
408,1.0,0.0,2,1,5,0,0,2
322,3.719999999999999,0.0,2,0,9,0,0,2
279,2.549999999999999,7.000400000000013,3,0,9,0,0,2
261,3.799999999999999,25.000400000000013,3,2,2,0,0,2
243,6.42,43.00040000000001,1,2,1,0,0,2
191,1.6600000000000001,95.00040000000001,3,2,1,0,0,1
219,12.12,67.00040000000001,1,2,4,0,0,2
231,11.069999999999999,55.00040000000001,1,2,8,0,0,2
317,2.52,0.0,3,1,1,0,0,0
562,3.17,0.0,1,0,6,0,0,1
162,4.220000000000001,124.00040000000001,3,1,4,0,0,0
464,0.8700000000000001,0.0,1,1,13,0,0,1
310,-1.0999999999999979,0.0,0,1,3,1,0,1
716,0.5100000000000007,0.0,3,0,6,1,0,1
157,12.25,129.0004,1,1,0,0,1,1
210,9.559999999999999,76.00040000000001,3,1,12,0,0,2
616,0.24,0.0,3,0,10,0,0,2
164,7.260000000000002,122.00040000000001,3,2,4,0,0,2
617,1.4899999999999998,0.0,1,2,13,0,0,1
585,0.53,0.0,3,0,10,0,0,2
310,0.16999999999999993,0.0,0,2,5,0,0,1
382,0.45999999999999996,0.0,2,2,5,0,0,0
0,14.600000000000001,286.0004,3,1,12,0,0,2
473,3.0100000000000016,0.0,2,0,9,0,0,2
148,13.11,138.0004,2,2,3,0,0,2
120,4.300000000000001,166.0004,1,1,5,0,0,0
336,0.8199999999999994,0.0,3,2,1,0,0,2
105,2.7299999999999995,181.0004,3,1,1,0,0,2
516,0.79,0.0,3,0,13,0,0,0
312,2.619999999999999,0.0,3,2,9,0,0,2
84,10.989999999999995,202.0004,0,1,3,0,0,0
231,0.8700000000000001,55.00040000000001,3,1,10,0,0,1
95,17.009999999999998,191.0004,3,1,12,0,0,2
347,1.1900000000000002,0.0,3,1,10,0,0,0
383,0.9299999999999999,0.0,3,0,13,0,0,1
258,0.4400000000000013,28.000400000000013,3,2,7,0,0,2
253,0.6699999999999999,33.00040000000001,3,2,13,0,0,2
197,2.66,89.00040000000001,1,1,5,0,0,1
235,5.689999999999998,51.00040000000001,2,2,9,0,1,2
306,1.8499999999999996,0.0,3,0,6,0,0,0
265,1.9399999999999977,21.000400000000013,2,1,8,1,0,0
84,14.25,202.0004,3,1,12,0,0,2
455,0.6099999999999999,0.0,3,0,10,0,0,0
287,2.6499999999999995,0.0,3,0,6,0,0,2
359,8.989999999999995,0.0,2,1,11,0,1,0
200,9.369999999999997,86.00040000000001,3,1,0,0,0,0
534,-0.08000000000000007,0.0,3,1,10,1,0,1
300,3.2300000000000004,0.0,2,2,5,0,0,2
274,1.5899999999999999,12.000400000000013,3,0,6,0,0,1
59,5.52,227.0004,1,2,1,0,0,0
484,0.15999999999999992,0.0,3,1,10,1,0,2
363,0.52,0.0,3,2,13,0,0,2
34,15.459999999999999,252.0004,3,1,12,0,0,2
358,2.1099999999999994,0.0,3,0,6,0,0,1
0,9.41,286.0004,3,1,12,0,0,2
191,6.840000000000002,95.00040000000001,3,1,12,0,0,0
177,13.1,109.00040000000001,3,1,12,0,0,1
248,6.090000000000003,38.00040000000001,2,2,3,1,0,2
223,2.91,63.00040000000001,3,1,1,0,0,1
215,1.9699999999999998,71.00040000000001,3,2,1,0,0,2
85,4.38,201.0004,3,2,1,0,0,2
104,10.5,182.0004,3,1,2,0,0,2
264,1.8400000000000003,22.000400000000013,1,2,5,0,0,2
112,1.6199999999999999,174.0004,3,1,10,0,0,1
329,3.3999999999999995,0.0,3,0,6,0,0,2
206,12.919999999999998,80.00040000000001,0,1,3,0,1,2
68,6.709999999999997,218.0004,2,2,8,0,0,0
0,7.140000000000001,286.0004,3,1,12,0,0,0
622,-0.040000000000000036,0.0,3,0,10,1,0,1
548,1.0500000000000003,0.0,1,0,13,0,0,2
302,-1.1099999999999994,0.0,3,2,7,1,0,2
326,-3.34,0.0,1,1,3,1,1,0
37,2.790000000000001,249.0004,0,1,8,0,0,0
118,4.629999999999999,168.0004,1,0,6,0,0,2
22,12.049999999999997,264.0004,0,2,11,0,0,0
382,3.049999999999997,0.0,3,1,12,0,0,0
397,-0.3899999999999997,0.0,3,2,9,1,0,1
40,6.75,246.0004,3,1,12,0,0,1
13,13.32,273.0004,1,2,8,0,0,2
266,4.74,20.000400000000013,1,2,9,0,0,1
228,4.669999999999999,58.00040000000001,1,2,1,0,0,2
176,1.48,110.00040000000001,3,1,10,0,0,2
155,11.650000000000002,131.0004,0,2,3,0,0,2
345,-0.1800000000000006,0.0,3,2,1,1,0,1
58,8.18,228.0004,1,2,8,0,0,1
209,13.56,77.00040000000001,3,1,12,0,0,2
160,6.26,126.00040000000001,3,2,7,0,0,2
165,9.83,121.00040000000001,3,1,12,0,0,1
380,0.8200000000000003,0.0,3,1,13,0,0,2
254,1.13,32.00040000000001,2,1,5,0,0,0
295,1.42,0.0,1,1,5,0,0,0
284,1.58,2.0004000000000133,3,0,6,0,0,0
284,5.4799999999999995,2.0004000000000133,1,0,6,0,0,1
259,2.700000000000001,27.000400000000013,3,2,7,0,0,0
153,5.260000000000001,133.0004,3,2,4,0,0,2
379,0.7999999999999998,0.0,3,1,10,0,0,2
242,5.67,44.00040000000001,3,1,4,0,0,0
261,0.32999999999999985,25.000400000000013,3,1,10,0,0,0
302,0.9700000000000002,0.0,3,0,10,0,0,0
79,2.8200000000000003,207.0004,3,1,1,0,0,0
156,10.169999999999998,130.0004,0,2,3,0,0,1
139,-4.300000000000001,147.0004,0,1,11,1,0,2
389,1.46,0.0,3,0,6,0,0,2
161,5.650000000000002,125.00040000000001,3,1,12,0,0,1
300,4.09,0.0,3,1,12,1,0,2
422,1.17,0.0,1,0,13,0,0,2
333,0.9100000000000001,0.0,3,0,10,0,0,2
363,1.5699999999999994,0.0,3,0,9,0,0,2
700,1.0500000000000007,0.0,3,0,6,1,0,2
91,12.23,195.0004,1,2,8,0,0,2
92,8.38,194.0004,3,1,4,0,0,2
307,2.22,0.0,1,2,5,0,0,2
194,4.359999999999999,92.00040000000001,3,2,9,0,0,2
62,5.000000000000001,224.0004,1,2,1,0,0,1
115,2.2299999999999995,171.0004,3,2,1,0,0,2
139,3.549999999999999,147.0004,2,0,9,0,0,2
304,2.9699999999999998,0.0,3,2,9,0,1,0
12,13.009999999999998,274.0004,2,1,8,0,0,0
97,4.109999999999999,189.0004,3,2,1,0,0,1
213,2.3599999999999994,73.00040000000001,1,2,5,0,0,2
94,8.169999999999998,192.0004,4,1,4,0,0,2
101,6.11,185.0004,1,1,1,0,0,2
87,16.85,199.0004,3,1,12,0,0,0
271,0.5400000000000003,15.000400000000013,3,1,13,0,0,0
141,6.760000000000002,145.0004,3,1,0,0,0,2
43,10.09,243.0004,3,1,12,0,0,1
63,13.530000000000001,223.0004,3,1,12,0,0,2
126,4.830000000000002,160.0004,3,2,7,0,0,1
158,5.560000000000002,128.0004,3,1,12,0,0,1
178,7.09,108.00040000000001,4,2,4,0,0,1
46,11.05,240.0004,3,1,12,0,0,1
139,-2.0599999999999987,147.0004,0,2,3,1,0,1
210,5.5600000000000005,76.00040000000001,3,2,7,0,0,2
420,0.3400000000000001,0.0,3,1,13,0,0,2
314,-5.219999999999999,0.0,2,2,0,1,0,0
358,5.92,0.0,1,0,6,0,0,0
0,7.609999999999999,286.0004,2,1,8,0,0,0
408,2.0999999999999996,0.0,4,0,6,0,0,2
75,6.32,211.0004,3,1,12,1,0,0
230,4.0,56.00040000000001,1,0,6,0,0,2
159,6.359999999999999,127.00040000000001,1,1,8,0,0,1
208,8.719999999999999,78.00040000000001,3,1,0,1,0,2
75,4.489999999999999,211.0004,3,2,1,0,0,2
119,3.08,167.0004,1,1,5,0,0,2
203,7.93,83.00040000000001,2,0,9,0,0,2
260,1.2299999999999995,26.000400000000013,4,1,1,0,0,2
221,3.17,65.00040000000001,2,2,5,0,0,1
133,6.909999999999998,153.0004,4,1,2,0,0,2
393,6.58,0.0,1,1,4,0,0,2
42,5.35,244.0004,3,1,1,0,0,0
129,-1.0999999999999996,157.0004,3,2,2,1,0,1
577,4.02,0.0,3,0,6,0,0,0
320,-1.29,0.0,0,2,1,0,0,2
218,2.2699999999999996,68.00040000000001,4,1,1,0,0,0
675,0.019999999999999574,0.0,3,0,6,0,0,0
410,6.91,0.0,1,2,3,1,0,2
703,0.28000000000000025,0.0,3,1,13,0,0,2
239,5.319999999999997,47.00040000000001,3,2,0,1,1,0
351,2.91,0.0,3,2,7,0,0,0
468,-0.16000000000000014,0.0,1,2,1,1,0,0
505,-0.39999999999999947,0.0,0,1,1,1,0,2
502,0.5099999999999998,0.0,3,2,13,0,0,2
640,0.99,0.0,3,0,10,0,1,2
599,1.13,0.0,3,0,9,1,0,2
688,0.7799999999999998,0.0,1,1,5,1,0,0
538,0.3000000000000007,0.0,0,0,6,0,0,2
242,0.8899999999999997,44.00040000000001,3,1,1,0,0,2
629,0.6599999999999997,0.0,3,2,13,0,0,2
0,10.23,286.0004,2,1,8,0,0,2
252,2.9800000000000004,34.00040000000001,2,0,9,0,0,0
100,10.689999999999998,186.0004,3,1,12,0,0,0
529,1.0200000000000005,0.0,1,2,5,0,0,1
514,0.7400000000000002,0.0,3,1,13,0,0,0
469,0.34999999999999987,0.0,3,0,10,0,0,0
11,10.11,275.0004,3,2,0,0,0,1
148,1.1400000000000006,138.0004,4,1,1,0,0,1
281,5.830000000000002,5.000400000000013,1,2,11,1,0,0
434,1.54,0.0,1,1,13,0,0,2
697,0.7700000000000002,0.0,3,0,10,0,0,0
94,12.239999999999998,192.0004,3,1,0,0,0,2
511,-1.1900000000000004,0.0,1,2,1,1,0,1
224,5.98,62.00040000000001,3,2,4,0,0,2
263,0.4700000000000002,23.000400000000013,3,1,10,0,0,1
366,0.9600000000000009,0.0,0,0,6,0,0,0
512,3.04,0.0,3,0,6,0,0,2
503,4.33,0.0,3,0,6,0,0,2
295,1.75,0.0,3,2,0,1,0,2
132,10.419999999999998,154.0004,1,2,3,0,0,2
199,17.200000000000003,87.00040000000001,2,2,11,0,0,2
148,9.930000000000003,138.0004,0,1,0,0,0,2
83,5.8199999999999985,203.0004,0,2,8,0,0,1
456,-1.3000000000000007,0.0,2,0,9,0,0,1
467,2.799999999999999,0.0,1,0,6,0,0,0
217,7.3100000000000005,69.00040000000001,3,1,2,0,0,2
125,8.939999999999998,161.0004,2,2,8,0,0,2
267,3.7199999999999998,19.000400000000013,1,2,1,0,0,0
626,0.41000000000000014,0.0,3,1,13,0,0,2
324,1.9900000000000002,0.0,1,1,5,0,0,0
150,14.429999999999996,136.0004,0,1,11,0,0,0
68,2.01,218.0004,3,2,1,0,0,2
256,1.58,30.000400000000013,3,2,4,0,0,1
178,6.199999999999999,108.00040000000001,3,2,7,0,0,2
152,8.29,134.0004,3,1,12,0,0,2
339,-0.9200000000000017,0.0,1,2,8,1,0,0
610,1.05,0.0,3,0,13,0,0,0
109,3.73,177.0004,3,2,1,0,0,1
435,3.3599999999999994,0.0,2,1,3,1,0,2
551,4.09,0.0,1,0,6,0,0,2
118,13.18,168.0004,2,2,8,0,0,2
176,7.010000000000002,110.00040000000001,3,1,12,0,0,0
190,9.490000000000002,96.00040000000001,2,2,11,0,0,1
367,2.469999999999999,0.0,1,1,4,1,0,2
286,4.4,0.0004000000000132786,1,0,6,0,0,2
599,2.2300000000000004,0.0,1,0,6,0,1,1
199,2.5600000000000005,87.00040000000001,3,2,1,0,0,0
106,2.8800000000000026,180.0004,2,1,8,0,0,2
588,0.54,0.0,1,0,13,0,0,2
228,7.349999999999998,58.00040000000001,3,1,0,0,0,1
294,3.71,0.0,3,0,6,0,0,0
380,4.309999999999999,0.0,1,2,4,0,1,2
495,0.3599999999999999,0.0,3,1,10,0,0,0
224,3.250000000000001,62.00040000000001,0,0,9,0,0,2
397,-1.959999999999999,0.0,0,2,9,1,0,1
0,15.600000000000001,286.0004,2,2,3,0,0,1
318,0.08000000000000007,0.0,3,2,7,1,0,2
0,8.02,286.0004,1,2,8,0,0,0
720,0.09000000000000008,0.0,3,1,10,1,1,0
471,0.6600000000000001,0.0,3,1,13,0,0,2
0,3.16,286.0004,3,1,1,0,0,0
250,2.3199999999999994,36.00040000000001,1,1,5,0,0,1
275,0.6100000000000001,11.000400000000013,3,0,10,0,0,1
184,12.670000000000002,102.00040000000001,1,2,11,1,0,1
0,11.069999999999999,286.0004,3,1,12,0,0,2
437,0.8200000000000003,0.0,1,2,1,1,0,2
215,4.05,71.00040000000001,3,2,1,0,0,2
287,1.79,0.0,1,2,5,0,1,1
372,1.9400000000000004,0.0,1,1,13,0,0,0
251,0.7400000000000002,35.00040000000001,3,2,1,0,0,0
271,0.3900000000000001,15.000400000000013,3,1,10,0,0,2
266,6.870000000000001,20.000400000000013,3,2,7,0,0,2
227,3.0600000000000005,59.00040000000001,0,1,8,0,1,2
171,7.619999999999999,115.00040000000001,1,0,9,0,0,0
222,6.379999999999999,64.00040000000001,3,1,2,0,0,1
395,0.98,0.0,3,1,10,0,0,2
301,3.360000000000001,0.0,0,0,6,0,0,0
388,1.2799999999999994,0.0,1,0,5,0,0,2
407,-0.040000000000000036,0.0,3,2,13,0,0,2
296,2.43,0.0,1,2,5,0,0,2
375,1.9900000000000002,0.0,0,0,6,0,0,0
47,7.810000000000002,239.0004,3,1,2,0,0,0
299,1.1799999999999988,0.0,3,0,6,0,0,0
60,15.8,226.0004,3,2,0,0,0,2
304,4.839999999999998,0.0,2,0,9,0,0,2
240,0.389999999999997,46.00040000000001,1,1,2,1,0,2
383,1.8699999999999992,0.0,1,0,6,0,0,1
554,0.45999999999999996,0.0,3,2,13,0,0,1
242,4.73,44.00040000000001,3,1,12,1,0,2
312,0.27000000000000046,0.0,2,1,5,0,0,2
135,9.069999999999999,151.0004,3,2,2,0,0,2
132,6.75,154.0004,3,1,12,0,0,1
332,0.12999999999999545,0.0,2,2,3,0,0,2
189,-0.020000000000000462,97.00040000000001,3,1,1,1,0,2
56,15.619999999999997,230.0004,3,1,0,1,0,2
175,4.7,111.00040000000001,1,1,1,0,0,2
178,2.66,108.00040000000001,0,0,6,0,0,2
99,4.43,187.0004,3,2,1,0,0,1
84,1.44,202.0004,3,1,10,0,0,0
397,0.98,0.0,3,1,13,0,0,2
30,4.389999999999999,256.0004,3,2,7,0,0,0
360,2.63,0.0,3,0,6,0,1,1
0,17.310000000000002,286.0004,3,1,12,0,0,0
22,7.050000000000001,264.0004,0,1,11,1,0,0
721,0.41000000000000014,0.0,4,0,6,1,0,1
139,4.15,147.0004,3,1,4,0,0,1
31,2.74,255.0004,0,1,1,0,0,0
224,4.830000000000002,62.00040000000001,3,1,12,1,0,2
238,12.88,48.00040000000001,1,1,2,0,1,0
204,0.78,82.00040000000001,3,1,10,0,0,1
311,3.280000000000001,0.0,1,0,6,0,0,1
595,0.75,0.0,1,0,6,1,0,0
145,7.299999999999997,141.0004,3,1,12,0,0,2
79,3.249999999999999,207.0004,3,2,9,0,0,1
468,1.6600000000000001,0.0,3,0,6,0,0,0
262,1.7899999999999991,24.000400000000013,0,2,9,0,0,2
644,0.9299999999999999,0.0,3,0,13,0,0,2
585,0.4399999999999997,0.0,3,0,13,0,0,0
326,0.3699999999999999,0.0,3,0,10,0,0,2
118,5.540000000000001,168.0004,0,2,1,0,0,1
269,6.470000000000001,17.000400000000013,3,2,7,0,0,0
231,3.629999999999999,55.00040000000001,2,0,5,0,0,2
